lambda n k
618e-9 1.75352 0.08782
619e-9 1.75302 0.08512
620e-9 1.75253 0.08526
621e-9 1.75208 0.08739
622e-9 1.75163 0.08582
623e-9 1.75117 0.08567
624e-9 1.75074 0.08553
625e-9 1.75039 0.08452
626e-9 1.75012 0.08609
627e-9 1.7499 0.08105
628e-9 1.74965 0.08204
629e-9 1.74943 0.08246
630e-9 1.74923 0.08028
631e-9 1.74907 0.08475
632e-9 1.74891 0.08228
633e-9 1.74872 0.08357
634e-9 1.7485 0.07992
635e-9 1.74826 0.07947
636e-9 1.748 0.08105
637e-9 1.74781 0.07884
638e-9 1.74769 0.07984
639e-9 1.7475 0.08085
640e-9 1.74733 0.07481
641e-9 1.74711 0.08257
642e-9 1.74695 0.07681
643e-9 1.74681 0.07752
644e-9 1.74664 0.07941
645e-9 1.7465 0.08131
646e-9 1.74634 0.08114
647e-9 1.74615 0.07652
648e-9 1.74601 0.07783
649e-9 1.7459 0.07914
650e-9 1.74581 0.08045
651e-9 1.7457 0.07729
652e-9 1.7456 0.0789
653e-9 1.74548 0.07843
654e-9 1.74537 0.07555
655e-9 1.74521 0.07476
656e-9 1.74507 0.06586
657e-9 1.74497 0.06656
658e-9 1.74489 0.06998
659e-9 1.74477 0.07703
660e-9 1.74468 0.07473
661e-9 1.74457 0.07666
662e-9 1.74446 0.07678
663e-9 1.7443 0.07416
664e-9 1.74416 0.07457
665e-9 1.74402 0.07408
666e-9 1.74391 0.07724
667e-9 1.74376 0.07674
668e-9 1.74362 0.07349
669e-9 1.74344 0.07697
670e-9 1.74326 0.07586
671e-9 1.74309 0.07659
672e-9 1.74292 0.07393
673e-9 1.74272 0.07558
674e-9 1.74256 0.07384
675e-9 1.7424 0.07209
676e-9 1.74221 0.07344
677e-9 1.74203 0.07758
678e-9 1.74189 0.07677
679e-9 1.74174 0.07314
680e-9 1.74161 0.07294
681e-9 1.74144 0.07586
682e-9 1.74123 0.07597
683e-9 1.74107 0.07577
684e-9 1.74087 0.07337
685e-9 1.74068 0.07442
686e-9 1.74043 0.06981
687e-9 1.74022 0.07401
688e-9 1.74009 0.07317
689e-9 1.74002 0.0717
690e-9 1.73994 0.07496
691e-9 1.73984 0.0681
692e-9 1.73974 0.06979
693e-9 1.73967 0.06576
694e-9 1.73962 0.07126
695e-9 1.73955 0.07136
696e-9 1.73944 0.06828
697e-9 1.73936 0.07125
698e-9 1.73925 0.06975
699e-9 1.73917 0.07113
700e-9 1.73908 0.07027
701e-9 1.73904 0.07037
702e-9 1.73902 0.0679
703e-9 1.73894 0.06606
704e-9 1.73889 0.06551
705e-9 1.7388 0.0711
706e-9 1.73872 0.06732
707e-9 1.7386 0.06709
708e-9 1.73847 0.06945
709e-9 1.73836 0.07053
710e-9 1.73823 0.07063
711e-9 1.73808 0.0691
712e-9 1.73798 0.06919
713e-9 1.7379 0.06864
714e-9 1.73783 0.07135
715e-9 1.73774 0.06916
716e-9 1.73766 0.07254
717e-9 1.73761 0.06869
718e-9 1.73752 0.06978
719e-9 1.73742 0.06757
720e-9 1.73737 0.06964
721e-9 1.73734 0.06709
722e-9 1.73731 0.06454
723e-9 1.73726 0.06529
724e-9 1.73725 0.06638
725e-9 1.73723 0.06414
