lambda n k
449e-9 1.9062 0.10813
450e-9 1.90552 0.10767
451e-9 1.90482 0.10723
452e-9 1.90411 0.10682
453e-9 1.90342 0.10643
454e-9 1.90274 0.10604
455e-9 1.9021 0.10566
456e-9 1.90148 0.10529
457e-9 1.90089 0.10492
458e-9 1.90033 0.10456
459e-9 1.8998 0.10421
460e-9 1.89929 0.10387
461e-9 1.8988 0.10354
462e-9 1.89832 0.10322
463e-9 1.89787 0.10293
464e-9 1.89742 0.10264
465e-9 1.89699 0.10237
466e-9 1.89657 0.10212
467e-9 1.89615 0.10186
468e-9 1.89574 0.10162
469e-9 1.89533 0.10137
470e-9 1.89493 0.10112
471e-9 1.89452 0.10087
472e-9 1.89412 0.1006
473e-9 1.89372 0.10033
474e-9 1.89332 0.10005
475e-9 1.89292 0.09976
476e-9 1.89253 0.09946
477e-9 1.89215 0.09915
478e-9 1.89178 0.09885
479e-9 1.89143 0.09854
480e-9 1.89109 0.09823
481e-9 1.89077 0.09792
482e-9 1.89048 0.09762
483e-9 1.8902 0.09732
484e-9 1.88994 0.09702
485e-9 1.88968 0.09672
486e-9 1.88942 0.09641
487e-9 1.88916 0.0961
488e-9 1.88888 0.09579
489e-9 1.88859 0.09547
490e-9 1.88826 0.09513
491e-9 1.88791 0.09479
492e-9 1.88752 0.09443
493e-9 1.8871 0.09407
494e-9 1.88667 0.09369
495e-9 1.8862 0.09331
496e-9 1.88574 0.09293
497e-9 1.88526 0.09254
498e-9 1.88479 0.09215
499e-9 1.88432 0.09177
500e-9 1.88387 0.09138
501e-9 1.88344 0.09101
502e-9 1.88302 0.09064
503e-9 1.88263 0.09028
504e-9 1.88225 0.08993
505e-9 1.88187 0.08958
506e-9 1.88149 0.08924
507e-9 1.8811 0.08891
508e-9 1.8807 0.08858
509e-9 1.88027 0.08827
510e-9 1.87982 0.08795
511e-9 1.87932 0.08765
512e-9 1.87878 0.08735
513e-9 1.87822 0.08706
514e-9 1.87759 0.08678
515e-9 1.87693 0.0865
516e-9 1.87624 0.08624
517e-9 1.8755 0.08599
518e-9 1.87475 0.08574
519e-9 1.87396 0.08552
520e-9 1.87314 0.08531
521e-9 1.8723 0.0851
522e-9 1.87143 0.08493
523e-9 1.87055 0.08477
524e-9 1.86965 0.08462
525e-9 1.86874 0.0845
526e-9 1.86781 0.08439
527e-9 1.86687 0.08431
528e-9 1.86593 0.08425
529e-9 1.86498 0.0842
530e-9 1.86402 0.0842
531e-9 1.86306 0.08421
532e-9 1.86211 0.08424
533e-9 1.86116 0.08431
534e-9 1.86021 0.08439
535e-9 1.85926 0.08451
536e-9 1.85833 0.08466
537e-9 1.85739 0.08483
538e-9 1.85647 0.08503
539e-9 1.85554 0.08526
540e-9 1.85462 0.08551
541e-9 1.8537 0.0858
542e-9 1.85278 0.0861
543e-9 1.85186 0.08643
544e-9 1.85094 0.08679
545e-9 1.85002 0.08717
546e-9 1.8491 0.08758
547e-9 1.84817 0.08802
548e-9 1.84725 0.08847
549e-9 1.84632 0.08896
550e-9 1.8454 0.08946
551e-9 1.84448 0.09
552e-9 1.84357 0.09056
553e-9 1.84267 0.09115
554e-9 1.84177 0.09176
555e-9 1.84089 0.09241
556e-9 1.84002 0.09307
557e-9 1.83916 0.09378
558e-9 1.83832 0.0945
559e-9 1.83749 0.09525
560e-9 1.83669 0.09603
561e-9 1.8359 0.09684
562e-9 1.83513 0.09767
563e-9 1.83438 0.09852
564e-9 1.83365 0.09939
565e-9 1.83295 0.10029
566e-9 1.83226 0.10121
567e-9 1.8316 0.10214
568e-9 1.83096 0.10309
569e-9 1.83034 0.10405
570e-9 1.82975 0.10502
