lambda n k
513e-9 2.31573 0.17332
514e-9 2.315 0.16925
515e-9 2.31427 0.16518
516e-9 2.31353 0.16111
517e-9 2.3128 0.15704
518e-9 2.31207 0.15296
519e-9 2.31134 0.14889
520e-9 2.31061 0.14482
521e-9 2.30893 0.1412
522e-9 2.30724 0.13758
523e-9 2.30556 0.13395
524e-9 2.30388 0.13033
525e-9 2.3022 0.12671
526e-9 2.30051 0.12309
527e-9 2.29883 0.11947
528e-9 2.29715 0.11584
529e-9 2.29546 0.11222
530e-9 2.29378 0.1086
531e-9 2.29143 0.10574
532e-9 2.28908 0.10289
533e-9 2.28672 0.10003
534e-9 2.28437 0.09718
535e-9 2.28202 0.09432
536e-9 2.27967 0.09146
537e-9 2.27732 0.08861
538e-9 2.27496 0.08575
539e-9 2.27261 0.0829
540e-9 2.27026 0.08004
541e-9 2.26761 0.07809
542e-9 2.26496 0.07615
543e-9 2.26231 0.0742
544e-9 2.25966 0.07226
545e-9 2.25702 0.07031
546e-9 2.25437 0.06836
547e-9 2.25172 0.06642
548e-9 2.24907 0.06447
549e-9 2.24642 0.06253
550e-9 2.24377 0.06058
551e-9 2.24119 0.05951
552e-9 2.23861 0.05844
553e-9 2.23603 0.05736
554e-9 2.23345 0.05629
555e-9 2.23087 0.05522
556e-9 2.22828 0.05415
557e-9 2.2257 0.05308
558e-9 2.22312 0.052
559e-9 2.22054 0.05093
560e-9 2.21796 0.04986
561e-9 2.21573 0.0495
562e-9 2.21351 0.04914
563e-9 2.21128 0.04878
564e-9 2.20906 0.04842
565e-9 2.20683 0.04807
566e-9 2.2046 0.04771
567e-9 2.20238 0.04735
568e-9 2.20015 0.04699
569e-9 2.19793 0.04663
570e-9 2.1957 0.04627
571e-9 2.19404 0.04641
572e-9 2.19238 0.04654
573e-9 2.19072 0.04668
574e-9 2.18906 0.04682
575e-9 2.1874 0.04696
576e-9 2.18574 0.04709
577e-9 2.18408 0.04723
578e-9 2.18242 0.04737
579e-9 2.18076 0.0475
580e-9 2.1791 0.04764
581e-9 2.17818 0.04782
582e-9 2.17727 0.04801
583e-9 2.17635 0.04819
584e-9 2.17544 0.04837
585e-9 2.17452 0.04856
586e-9 2.1736 0.04874
587e-9 2.17269 0.04892
588e-9 2.17177 0.0491
589e-9 2.17086 0.04929
590e-9 2.16994 0.04947
591e-9 2.16938 0.04936
592e-9 2.16881 0.04925
593e-9 2.16825 0.04914
594e-9 2.16768 0.04903
595e-9 2.16712 0.04893
596e-9 2.16655 0.04882
597e-9 2.16599 0.04871
598e-9 2.16542 0.0486
599e-9 2.16486 0.04849
600e-9 2.16429 0.04838
601e-9 2.16384 0.04803
602e-9 2.16338 0.04767
603e-9 2.16293 0.04732
604e-9 2.16247 0.04696
605e-9 2.16202 0.04661
606e-9 2.16157 0.04626
607e-9 2.16111 0.0459
608e-9 2.16066 0.04555
609e-9 2.1602 0.04519
610e-9 2.15975 0.04484
611e-9 2.15928 0.04432
612e-9 2.15881 0.0438
613e-9 2.15834 0.04327
614e-9 2.15787 0.04275
615e-9 2.15741 0.04223
616e-9 2.15694 0.04171
617e-9 2.15647 0.04119
618e-9 2.156 0.04066
619e-9 2.15553 0.04014
620e-9 2.15506 0.03962
621e-9 2.15452 0.03901
622e-9 2.15398 0.0384
623e-9 2.15343 0.03779
624e-9 2.15289 0.03718
625e-9 2.15235 0.03658
626e-9 2.15181 0.03597
627e-9 2.15127 0.03536
628e-9 2.15072 0.03475
629e-9 2.15018 0.03414
630e-9 2.14964 0.03353
631e-9 2.14901 0.03291
632e-9 2.14838 0.03229
633e-9 2.14775 0.03166
634e-9 2.14712 0.03104
635e-9 2.14649 0.03042
636e-9 2.14585 0.0298
637e-9 2.14522 0.02918
638e-9 2.14459 0.02855
639e-9 2.14396 0.02793
640e-9 2.14333 0.02731
641e-9 2.14262 0.02673
642e-9 2.14192 0.02614
643e-9 2.14121 0.02556
644e-9 2.14051 0.02497
645e-9 2.1398 0.02439
646e-9 2.13909 0.02381
647e-9 2.13839 0.02322
648e-9 2.13768 0.02264
649e-9 2.13698 0.02205
650e-9 2.13627 0.02147
651e-9 2.13551 0.02096
652e-9 2.13476 0.02045
653e-9 2.134 0.01994
654e-9 2.13324 0.01943
655e-9 2.13249 0.01892
656e-9 2.13173 0.0184
657e-9 2.13097 0.01789
658e-9 2.13021 0.01738
659e-9 2.12946 0.01687
660e-9 2.1287 0.01636
661e-9 2.12792 0.01594
662e-9 2.12715 0.01551
663e-9 2.12637 0.01509
664e-9 2.1256 0.01466
665e-9 2.12482 0.01424
666e-9 2.12404 0.01382
667e-9 2.12327 0.01339
668e-9 2.12249 0.01297
669e-9 2.12172 0.01254
670e-9 2.12094 0.01212
671e-9 2.12017 0.01178
672e-9 2.1194 0.01145
