lambda n k
513e-9 1.40574 0.08965
514e-9 1.40287 0.09095
515e-9 1.39999 0.09227
516e-9 1.39712 0.09364
517e-9 1.39423 0.09504
518e-9 1.39135 0.09646
519e-9 1.38844 0.09789
520e-9 1.38552 0.09934
521e-9 1.38259 0.10078
522e-9 1.37962 0.10222
523e-9 1.37664 0.10365
524e-9 1.37362 0.10506
525e-9 1.37056 0.10644
526e-9 1.36747 0.1078
527e-9 1.36434 0.10912
528e-9 1.36116 0.11038
529e-9 1.35794 0.11162
530e-9 1.35465 0.11277
531e-9 1.35132 0.11389
532e-9 1.34793 0.11497
533e-9 1.34446 0.116
534e-9 1.34095 0.11703
535e-9 1.33736 0.11804
536e-9 1.33369 0.11907
537e-9 1.32998 0.12012
538e-9 1.32616 0.12121
539e-9 1.32228 0.12235
540e-9 1.31836 0.12353
541e-9 1.31435 0.12481
542e-9 1.31031 0.12616
543e-9 1.30621 0.1276
544e-9 1.30207 0.12918
545e-9 1.29791 0.13083
546e-9 1.29371 0.13266
547e-9 1.28949 0.13462
548e-9 1.28525 0.13669
549e-9 1.28099 0.13901
550e-9 1.27674 0.14145
551e-9 1.27248 0.14407
552e-9 1.26822 0.14695
553e-9 1.26398 0.14996
554e-9 1.25976 0.15325
555e-9 1.25556 0.15675
556e-9 1.25139 0.16038
557e-9 1.24727 0.16432
558e-9 1.24318 0.16836
559e-9 1.23914 0.17256
560e-9 1.23518 0.17694
561e-9 1.23125 0.18141
562e-9 1.22742 0.18602
563e-9 1.22365 0.19074
564e-9 1.21994 0.19551
565e-9 1.21633 0.20039
566e-9 1.21277 0.20531
567e-9 1.20927 0.21028
568e-9 1.20586 0.21527
569e-9 1.2025 0.22028
570e-9 1.19922 0.22529
571e-9 1.196 0.23028
572e-9 1.19283 0.23525
573e-9 1.18976 0.24017
574e-9 1.18673 0.24503
575e-9 1.18375 0.24983
576e-9 1.18085 0.25451
577e-9 1.178 0.25913
578e-9 1.1752 0.26362
579e-9 1.17247 0.26796
580e-9 1.16977 0.27222
581e-9 1.16715 0.27629
582e-9 1.16456 0.28029
583e-9 1.16201 0.28422
584e-9 1.15953 0.28805
585e-9 1.15707 0.29188
586e-9 1.15466 0.29567
587e-9 1.15229 0.29949
588e-9 1.14994 0.30333
589e-9 1.14765 0.30723
590e-9 1.14542 0.31122
591e-9 1.14323 0.31525
592e-9 1.1412 0.31948
593e-9 1.13926 0.3238
594e-9 1.13743 0.32826
595e-9 1.13581 0.33297
596e-9 1.13431 0.3378
597e-9 1.13304 0.3429
598e-9 1.13199 0.34824
599e-9 1.13109 0.35375
600e-9 1.13056 0.35967
601e-9 1.13022 0.36582
602e-9 1.13013 0.37223
603e-9 1.13044 0.37909
604e-9 1.13095 0.38618
605e-9 1.13184 0.3937
606e-9 1.1331 0.40162
607e-9 1.13458 0.40981
608e-9 1.13659 0.4186
609e-9 1.1389 0.42769
610e-9 1.14152 0.43712
611e-9 1.1447 0.44704
612e-9 1.14815 0.45716
613e-9 1.15204 0.4676
614e-9 1.15641 0.47831
615e-9 1.16106 0.48917
616e-9 1.16629 0.50028
617e-9 1.1719 0.51149
618e-9 1.17781 0.5228
619e-9 1.18433 0.53421
620e-9 1.19107 0.54563
621e-9 1.19815 0.55706
622e-9 1.20558 0.56845
623e-9 1.21319 0.57978
624e-9 1.22109 0.591
625e-9 1.22916 0.60207
626e-9 1.23735 0.61305
627e-9 1.24575 0.62372
628e-9 1.25421 0.63422
629e-9 1.26275 0.64451
630e-9 1.27136 0.65442
631e-9 1.27998 0.66413
632e-9 1.28861 0.67345
633e-9 1.29721 0.68239
634e-9 1.30579 0.69111
635e-9 1.31429 0.69924
636e-9 1.32271 0.70705
637e-9 1.33106 0.71451
638e-9 1.33925 0.72136
639e-9 1.34734 0.7279
640e-9 1.35528 0.73393
641e-9 1.36303 0.7395
642e-9 1.37066 0.7448
643e-9 1.37802 0.74961
644e-9 1.38521 0.75418
645e-9 1.39225 0.75853
646e-9 1.39894 0.76253
647e-9 1.40547 0.76642
648e-9 1.41174 0.77012
649e-9 1.4177 0.77368
650e-9 1.42348 0.77717
651e-9 1.42893 0.78056
652e-9 1.43418 0.78393
653e-9 1.4393 0.78727
654e-9 1.44419 0.79064
655e-9 1.44902 0.79404
656e-9 1.45376 0.79749
657e-9 1.45846 0.80106
658e-9 1.46315 0.8047
659e-9 1.46785 0.80849
660e-9 1.47262 0.81244
661e-9 1.47743 0.8165
662e-9 1.4824 0.82083
663e-9 1.48748 0.82532
664e-9 1.49269 0.82999
665e-9 1.49816 0.83499
666e-9 1.50378 0.84017
667e-9 1.50965 0.84563
668e-9 1.51581 0.85142
669e-9 1.52215 0.8574
670e-9 1.52891 0.86382
671e-9 1.53594 0.87051
672e-9 1.54322 0.87745
673e-9 1.55102 0.88491
674e-9 1.55906 0.89261
675e-9 1.56749 0.90067
676e-9 1.57641 0.90911
677e-9 1.58559 0.91772
678e-9 1.59533 0.92663
679e-9 1.60547 0.93569
680e-9 1.61589 0.94486
681e-9 1.62703 0.95418
682e-9 1.63847 0.96351
683e-9 1.65035 0.97287
684e-9 1.66284 0.98218
685e-9 1.67564 0.99144
686e-9 1.68902 1.0006
687e-9 1.70287 1.00959
688e-9 1.71701 1.01849
689e-9 1.73173 1.02707
690e-9 1.74669 1.03546
691e-9 1.76191 1.04364
692e-9 1.77751 1.05139
693e-9 1.79325 1.05891
694e-9 1.80922 1.06605
695e-9 1.82537 1.07274
696e-9 1.84161 1.07916
697e-9 1.85799 1.08499
698e-9 1.87443 1.09041
699e-9 1.89092 1.0955
700e-9 1.90745 1.09983
701e-9 1.92396 1.10381
702e-9 1.94047 1.10726
703e-9 1.95691 1.11003
704e-9 1.97332 1.11242
705e-9 1.98963 1.11409
706e-9 2.00584 1.11518
707e-9 2.02198 1.11587
708e-9 2.03792 1.11564
709e-9 2.05377 1.11497
710e-9 2.06948 1.11375
711e-9 2.08497 1.11169
712e-9 2.10034 1.10922
713e-9 2.1155 1.10602
714e-9 2.13045 1.10219
715e-9 2.14527 1.09798
716e-9 2.15981 1.09302
717e-9 2.17417 1.08768
718e-9 2.18837 1.082
719e-9 2.20225 1.07571
720e-9 2.216 1.06919
721e-9 2.22951 1.0623
722e-9 2.24277 1.05504
723e-9 2.25589 1.0476
724e-9 2.26873 1.03981
725e-9 2.28139 1.0318
726e-9 2.29391 1.02365
727e-9 2.30612 1.01519
728e-9 2.31823 1.00662
729e-9 2.33017 0.99789
730e-9 2.34189 0.98897
731e-9 2.35352 0.97997
732e-9 2.36498 0.97081
733e-9 2.37629 0.96154
734e-9 2.38751 0.9522
735e-9 2.39854 0.94272
736e-9 2.40948 0.93317
737e-9 2.42032 0.92355
738e-9 2.43099 0.91381
739e-9 2.44158 0.90403
740e-9 2.45205 0.89417
741e-9 2.46237 0.88422
742e-9 2.47261 0.87423
743e-9 2.48268 0.86414
744e-9 2.49262 0.85399
745e-9 2.50248 0.8438
746e-9 2.5121 0.83349
747e-9 2.52162 0.82313
748e-9 2.53098 0.8127
749e-9 2.54011 0.80217
750e-9 2.54912 0.79159
751e-9 2.55789 0.7809
752e-9 2.56644 0.77012
753e-9 2.57483 0.75928
754e-9 2.58288 0.74829
755e-9 2.59071 0.73722
756e-9 2.59834 0.72607
757e-9 2.60554 0.71475
758e-9 2.61254 0.70336
759e-9 2.6192 0.69185
760e-9 2.62544 0.68023
761e-9 2.63145 0.66853
762e-9 2.63696 0.65671
763e-9 2.64209 0.64481
764e-9 2.64696 0.63285
765e-9 2.65113 0.62076
766e-9 2.65499 0.60862
767e-9 2.65842 0.59642
768e-9 2.66118 0.58413
769e-9 2.6636 0.57181
770e-9 2.66539 0.55942
771e-9 2.66658 0.54699
772e-9 2.66739 0.53453
773e-9 2.66736 0.52203
774e-9 2.66689 0.5095
775e-9 2.66598 0.49697
776e-9 2.66429 0.48441
777e-9 2.66225 0.47186
778e-9 2.6597 0.45931
779e-9 2.65655 0.44678
780e-9 2.6531 0.43426
781e-9 2.64906 0.42178
782e-9 2.64461 0.40934
783e-9 2.63987 0.39693
784e-9 2.6345 0.3846
785e-9 2.62887 0.37233
786e-9 2.6229 0.36012
787e-9 2.61645 0.34803
788e-9 2.60978 0.336
789e-9 2.60273 0.32409
790e-9 2.59534 0.31231
791e-9 2.58775 0.30061
792e-9 2.57978 0.28911
793e-9 2.57159 0.27773
794e-9 2.56321 0.26647
795e-9 2.55448 0.25547
796e-9 2.54562 0.2446
797e-9 2.53655 0.23391
798e-9 2.52726 0.22349
799e-9 2.51785 0.21321
800e-9 2.50826 0.20322
