lambda n k
518e-9 1.6579 0.0
519e-9 1.65765 0.0
520e-9 1.65739 0.0
521e-9 1.65712 0.0
522e-9 1.65685 0.0
523e-9 1.65657 0.0
524e-9 1.65628 0.0
525e-9 1.65599 0.0
526e-9 1.65569 0.0
527e-9 1.6554 0.0
528e-9 1.65509 0.0
529e-9 1.65479 0.0
530e-9 1.65448 0.0
531e-9 1.65417 0.0
532e-9 1.65387 0.0
533e-9 1.65356 0.0
534e-9 1.65325 0.0
535e-9 1.65294 0.0
536e-9 1.65264 0.0
537e-9 1.65234 0.0
538e-9 1.65204 0.0
539e-9 1.65174 0.0
540e-9 1.65145 0.0
541e-9 1.65116 0.0
542e-9 1.65088 0.0
543e-9 1.6506 0.0
544e-9 1.65032 0.0
545e-9 1.65005 0.0
546e-9 1.64978 0.0
547e-9 1.64952 0.0
548e-9 1.64925 0.0
549e-9 1.649 0.0
550e-9 1.64874 0.0
551e-9 1.64849 0.0
552e-9 1.64824 0.0
553e-9 1.64799 0.0
554e-9 1.64775 0.0
555e-9 1.64751 0.0
556e-9 1.64727 0.0
557e-9 1.64704 0.0
558e-9 1.6468 0.0
559e-9 1.64657 0.0
560e-9 1.64635 0.0
561e-9 1.64612 0.0
562e-9 1.6459 0.0
563e-9 1.64568 0.0
564e-9 1.64546 0.0
565e-9 1.64524 0.0
566e-9 1.64502 0.0
567e-9 1.64481 0.0
568e-9 1.6446 0.0
569e-9 1.64439 0.0
570e-9 1.64418 0.0
571e-9 1.64398 0.0
572e-9 1.64377 0.0
573e-9 1.64357 0.0
574e-9 1.64337 0.0
575e-9 1.64318 0.0
576e-9 1.64298 0.0
577e-9 1.64279 0.0
578e-9 1.6426 0.0
579e-9 1.64241 0.0
580e-9 1.64222 0.0
581e-9 1.64203 0.0
582e-9 1.64185 0.0
583e-9 1.64167 0.0
584e-9 1.64149 0.0
585e-9 1.64131 0.0
586e-9 1.64114 0.0
587e-9 1.64096 0.0
588e-9 1.64079 0.0
589e-9 1.64062 0.0
590e-9 1.64046 0.0
591e-9 1.64029 0.0
592e-9 1.64013 0.0
593e-9 1.63997 0.0
594e-9 1.63981 0.0
595e-9 1.63965 0.0
596e-9 1.63949 0.0
597e-9 1.63934 0.0
598e-9 1.63919 0.0
599e-9 1.63904 0.0
600e-9 1.63889 0.0
601e-9 1.63874 0.0
602e-9 1.6386 0.0
603e-9 1.63845 0.0
604e-9 1.63831 0.0
605e-9 1.63817 0.0
606e-9 1.63802 0.0
607e-9 1.63788 0.0
608e-9 1.63775 0.0
609e-9 1.63761 0.0
610e-9 1.63747 0.0
611e-9 1.63733 0.0
612e-9 1.6372 0.0
613e-9 1.63706 0.0
614e-9 1.63693 0.0
615e-9 1.63679 0.0
616e-9 1.63666 0.0
617e-9 1.63652 0.0
618e-9 1.63639 0.0
619e-9 1.63626 0.0
