lambda n k
644e-9 2.36166 0.31301
645e-9 2.36626 0.30308
646e-9 2.37003 0.29292
647e-9 2.37345 0.2827
648e-9 2.3763 0.27239
649e-9 2.3785 0.26204
650e-9 2.38035 0.25169
651e-9 2.3815 0.24139
652e-9 2.3822 0.23117
653e-9 2.38255 0.221
654e-9 2.38217 0.21105
655e-9 2.3815 0.20122
656e-9 2.38041 0.19155
657e-9 2.37879 0.18217
658e-9 2.37693 0.17293
659e-9 2.37461 0.164
660e-9 2.37197 0.15534
661e-9 2.36912 0.14686
662e-9 2.36584 0.13881
663e-9 2.36238 0.13098
664e-9 2.35871 0.12341
665e-9 2.35475 0.11627
666e-9 2.35068 0.10934
667e-9 2.34643 0.10275
668e-9 2.34202 0.09651
669e-9 2.33754 0.09048
670e-9 2.33292 0.08487
671e-9 2.32824 0.0795
672e-9 2.32352 0.07436
673e-9 2.31874 0.06965
674e-9 2.31395 0.06511
675e-9 2.30914 0.06085
676e-9 2.30435 0.0569
677e-9 2.29956 0.05312
678e-9 2.29481 0.04965
679e-9 2.29011 0.04638
680e-9 2.28543 0.04326
681e-9 2.28084 0.04047
682e-9 2.27629 0.0378
683e-9 2.27181 0.03531
684e-9 2.26743 0.03304
685e-9 2.26309 0.03088
686e-9 2.25886 0.02891
687e-9 2.25471 0.02708
688e-9 2.25062 0.02534
689e-9 2.24667 0.02379
690e-9 2.24277 0.02232
691e-9 2.23895 0.02095
692e-9 2.23526 0.01971
693e-9 2.23163 0.01854
694e-9 2.22809 0.01746
695e-9 2.22465 0.01647
696e-9 2.22126 0.01553
697e-9 2.21799 0.01468
698e-9 2.21479 0.01389
699e-9 2.21164 0.01313
700e-9 2.20862 0.01246
701e-9 2.20564 0.01182
702e-9 2.20274 0.01122
703e-9 2.19992 0.01067
704e-9 2.19715 0.01015
705e-9 2.19446 0.00967
706e-9 2.19184 0.00922
707e-9 2.18926 0.00879
708e-9 2.18677 0.00841
709e-9 2.18431 0.00803
710e-9 2.18191 0.00768
711e-9 2.17958 0.00736
712e-9 2.17729 0.00705
713e-9 2.17505 0.00675
714e-9 2.17286 0.00648
715e-9 2.17071 0.00622
716e-9 2.16862 0.00597
717e-9 2.16656 0.00574
718e-9 2.16454 0.00551
719e-9 2.16257 0.00531
720e-9 2.16063 0.0051
721e-9 2.15873 0.00491
722e-9 2.15687 0.00473
723e-9 2.15504 0.00456
724e-9 2.15324 0.00439
725e-9 2.15148 0.00423
726e-9 2.14974 0.00408
727e-9 2.14805 0.00394
728e-9 2.14638 0.0038
729e-9 2.14473 0.00366
730e-9 2.14312 0.00354
731e-9 2.14153 0.00341
732e-9 2.13997 0.0033
733e-9 2.13844 0.00318
734e-9 2.13692 0.00308
735e-9 2.13544 0.00297
736e-9 2.13397 0.00287
737e-9 2.13253 0.00278
738e-9 2.13111 0.00269
739e-9 2.12971 0.0026
740e-9 2.12833 0.00251
741e-9 2.12698 0.00243
742e-9 2.12564 0.00235
743e-9 2.12432 0.00227
744e-9 2.12302 0.0022
745e-9 2.12173 0.00213
746e-9 2.12048 0.00206
747e-9 2.11923 0.002
748e-9 2.118 0.00193
749e-9 2.11679 0.00187
750e-9 2.11559 0.00181
751e-9 2.11441 0.00176
752e-9 2.11325 0.0017
753e-9 2.11209 0.00165
754e-9 2.11096 0.0016
755e-9 2.10984 0.00155
756e-9 2.10873 0.0015
757e-9 2.10764 0.00146
758e-9 2.10656 0.00141
759e-9 2.10549 0.00137
760e-9 2.10444 0.00133
761e-9 2.1034 0.00129
762e-9 2.10237 0.00125
763e-9 2.10136 0.00121
764e-9 2.10035 0.00118
765e-9 2.09936 0.00114
