lambda n k
722e-9 1.65497 0.01214
723e-9 1.65484 0.01211
724e-9 1.65472 0.01208
725e-9 1.65459 0.01205
726e-9 1.65447 0.01202
727e-9 1.65434 0.01199
728e-9 1.65422 0.01197
729e-9 1.6541 0.01194
730e-9 1.65397 0.01191
731e-9 1.65385 0.01188
732e-9 1.65373 0.01185
733e-9 1.65361 0.01182
734e-9 1.65348 0.0118
735e-9 1.65336 0.01177
736e-9 1.65325 0.01174
737e-9 1.65313 0.01171
738e-9 1.65301 0.01168
739e-9 1.65289 0.01166
740e-9 1.65278 0.01163
741e-9 1.65266 0.0116
742e-9 1.65254 0.01158
743e-9 1.65243 0.01156
744e-9 1.65231 0.01153
745e-9 1.6522 0.0115
746e-9 1.65209 0.01147
747e-9 1.65198 0.01145
748e-9 1.65186 0.01142
749e-9 1.65175 0.01139
750e-9 1.65164 0.01137
751e-9 1.65154 0.01134
752e-9 1.65143 0.01132
753e-9 1.65131 0.0113
754e-9 1.6512 0.01127
755e-9 1.6511 0.01124
756e-9 1.65099 0.01122
757e-9 1.65089 0.01119
758e-9 1.65078 0.01117
759e-9 1.65067 0.01115
760e-9 1.65056 0.01112
761e-9 1.65046 0.01109
762e-9 1.65035 0.01107
763e-9 1.65025 0.01105
764e-9 1.65014 0.01103
765e-9 1.65005 0.011
766e-9 1.64995 0.01097
767e-9 1.64984 0.01095
768e-9 1.64974 0.01093
769e-9 1.64964 0.01091
770e-9 1.64954 0.01088
771e-9 1.64944 0.01086
772e-9 1.64934 0.01084
773e-9 1.64924 0.01082
774e-9 1.64914 0.01079
775e-9 1.64905 0.01077
776e-9 1.64895 0.01075
777e-9 1.64885 0.01072
778e-9 1.64876 0.0107
779e-9 1.64866 0.01068
780e-9 1.64856 0.01066
781e-9 1.64847 0.01063
782e-9 1.64837 0.01061
783e-9 1.64828 0.01059
784e-9 1.64818 0.01057
785e-9 1.64809 0.01055
786e-9 1.648 0.01052
787e-9 1.64791 0.01051
788e-9 1.64781 0.01048
789e-9 1.64772 0.01047
790e-9 1.64763 0.01044
791e-9 1.64754 0.01042
792e-9 1.64745 0.0104
793e-9 1.64736 0.01038
794e-9 1.64727 0.01036
795e-9 1.64718 0.01034
796e-9 1.64709 0.01032
797e-9 1.64701 0.0103
798e-9 1.64692 0.01027
799e-9 1.64683 0.01026
800e-9 1.64674 0.01023
801e-9 1.64666 0.01021
802e-9 1.64657 0.0102
803e-9 1.64648 0.01017
804e-9 1.6464 0.01016
805e-9 1.64631 0.01014
806e-9 1.64623 0.01012
807e-9 1.64614 0.0101
808e-9 1.64606 0.01008
809e-9 1.64598 0.01006
810e-9 1.6459 0.01004
811e-9 1.64581 0.01002
812e-9 1.64573 0.01
813e-9 1.64565 0.00998
814e-9 1.64556 0.00996
815e-9 1.64549 0.00995
816e-9 1.6454 0.00992
817e-9 1.64532 0.00991
818e-9 1.64524 0.00989
819e-9 1.64517 0.00987
820e-9 1.64508 0.00985
821e-9 1.64501 0.00983
822e-9 1.64493 0.00981
823e-9 1.64485 0.0098
824e-9 1.64477 0.00977
825e-9 1.64469 0.00976
826e-9 1.64461 0.00974
827e-9 1.64454 0.00972
828e-9 1.64446 0.0097
829e-9 1.64438 0.00969
830e-9 1.64431 0.00967
831e-9 1.64424 0.00965
832e-9 1.64416 0.00963
833e-9 1.64408 0.00962
834e-9 1.64401 0.0096
835e-9 1.64394 0.00958
836e-9 1.64386 0.00957
837e-9 1.64378 0.00955
838e-9 1.64371 0.00953
839e-9 1.64364 0.00951
840e-9 1.64357 0.00949
841e-9 1.6435 0.00948
842e-9 1.64342 0.00946
843e-9 1.64335 0.00945
844e-9 1.64327 0.00943
845e-9 1.6432 0.00941
846e-9 1.64313 0.00939
847e-9 1.64306 0.00938
848e-9 1.64299 0.00936
849e-9 1.64292 0.00934
850e-9 1.64285 0.00933
851e-9 1.64278 0.00931
852e-9 1.64271 0.00929
853e-9 1.64264 0.00928
854e-9 1.64258 0.00926
855e-9 1.64251 0.00925
856e-9 1.64244 0.00923
857e-9 1.64238 0.00922
858e-9 1.64231 0.0092
859e-9 1.64224 0.00918
860e-9 1.64217 0.00917
861e-9 1.6421 0.00915
862e-9 1.64203 0.00913
863e-9 1.64197 0.00912
864e-9 1.64191 0.00911
865e-9 1.64184 0.00909
866e-9 1.64177 0.00907
867e-9 1.64171 0.00906
868e-9 1.64165 0.00904
869e-9 1.64158 0.00903
870e-9 1.64152 0.00902
871e-9 1.64145 0.009
872e-9 1.64139 0.00898
873e-9 1.64133 0.00897
874e-9 1.64126 0.00895
875e-9 1.6412 0.00894
876e-9 1.64114 0.00893
877e-9 1.64107 0.00891
878e-9 1.64101 0.00889
879e-9 1.64095 0.00888
880e-9 1.64089 0.00886
881e-9 1.64083 0.00885
882e-9 1.64077 0.00884
883e-9 1.6407 0.00882
884e-9 1.64064 0.00881
885e-9 1.64058 0.00879
886e-9 1.64052 0.00878
887e-9 1.64046 0.00876
888e-9 1.6404 0.00875
889e-9 1.64034 0.00874
890e-9 1.64029 0.00872
891e-9 1.64023 0.0087
892e-9 1.64017 0.00869
893e-9 1.6401 0.00868
894e-9 1.64005 0.00866
895e-9 1.63999 0.00865
896e-9 1.63993 0.00864
897e-9 1.63988 0.00863
898e-9 1.63982 0.00861
899e-9 1.63976 0.00859
900e-9 1.6397 0.00858
901e-9 1.63964 0.00857
902e-9 1.63959 0.00855
903e-9 1.63953 0.00854
904e-9 1.63948 0.00853
905e-9 1.63942 0.00852
906e-9 1.63937 0.0085
907e-9 1.63931 0.00849
908e-9 1.63925 0.00847
909e-9 1.6392 0.00846
910e-9 1.63915 0.00845
911e-9 1.63909 0.00843
912e-9 1.63904 0.00842
913e-9 1.63898 0.00841
914e-9 1.63893 0.0084
915e-9 1.63887 0.00838
916e-9 1.63882 0.00837
917e-9 1.63876 0.00836
918e-9 1.63871 0.00835
919e-9 1.63866 0.00834
920e-9 1.6386 0.00832
921e-9 1.63855 0.0083
922e-9 1.63851 0.00829
923e-9 1.63845 0.00828
924e-9 1.6384 0.00827
925e-9 1.63835 0.00826
926e-9 1.63829 0.00824
927e-9 1.63824 0.00823
928e-9 1.63819 0.00822
929e-9 1.63814 0.00821
930e-9 1.63809 0.0082
