lambda n k
570e-9 1.66011 0.0
571e-9 1.66002 0.0
572e-9 1.65994 0.0
573e-9 1.65986 0.0
574e-9 1.65978 0.0
575e-9 1.65969 0.0
576e-9 1.65961 0.0
577e-9 1.65953 0.0
578e-9 1.65944 0.0
579e-9 1.65936 0.0
580e-9 1.65928 0.0
581e-9 1.65919 0.0
582e-9 1.65911 0.0
583e-9 1.65903 0.0
584e-9 1.65895 0.0
585e-9 1.65886 0.0
586e-9 1.65878 0.0
587e-9 1.65869 0.0
588e-9 1.65854 0.0
589e-9 1.65839 0.0
590e-9 1.65824 0.0
591e-9 1.65809 0.0
592e-9 1.65793 0.0
593e-9 1.65778 0.0
594e-9 1.65763 0.0
595e-9 1.65748 0.0
596e-9 1.65733 0.0
597e-9 1.65717 0.0
598e-9 1.65702 0.0
599e-9 1.65687 0.0
600e-9 1.65672 0.0
601e-9 1.65656 0.0
602e-9 1.65641 0.0
603e-9 1.65626 0.0
604e-9 1.65611 0.0
605e-9 1.65596 0.0
606e-9 1.6558 0.0
607e-9 1.65565 0.0
608e-9 1.65549 0.0
609e-9 1.65518 0.0
610e-9 1.65487 0.0
611e-9 1.65456 0.0
612e-9 1.65425 0.0
613e-9 1.65395 0.0
614e-9 1.65364 0.0
615e-9 1.65333 0.0
616e-9 1.65302 0.0
617e-9 1.65271 0.0
618e-9 1.6524 0.0
619e-9 1.65209 0.0
620e-9 1.65178 0.0
621e-9 1.65147 0.0
622e-9 1.65116 0.0
623e-9 1.65085 0.0
624e-9 1.65061 0.0
625e-9 1.65053 0.0
626e-9 1.65044 0.0
627e-9 1.65036 0.0
628e-9 1.65028 0.0
629e-9 1.6502 0.0
630e-9 1.65011 0.0
631e-9 1.65003 0.0
632e-9 1.64995 0.0
633e-9 1.64987 0.0
634e-9 1.64978 0.0
635e-9 1.6497 0.0
636e-9 1.64962 0.0
637e-9 1.64954 0.0
638e-9 1.64945 0.0
639e-9 1.64937 0.0
640e-9 1.64929 0.0
641e-9 1.64921 0.0
642e-9 1.64912 0.0
643e-9 1.64904 0.0
644e-9 1.64875 0.0
645e-9 1.64844 0.0
646e-9 1.64814 0.0
647e-9 1.64783 0.0
648e-9 1.64753 0.0
649e-9 1.64723 0.0
650e-9 1.64692 0.0
651e-9 1.64662 0.0
652e-9 1.64631 0.0
653e-9 1.64601 0.0
654e-9 1.64571 0.0
655e-9 1.6454 0.0
656e-9 1.6451 0.0
657e-9 1.64479 0.0
658e-9 1.64449 0.0
659e-9 1.64425 0.0
660e-9 1.64425 0.0
661e-9 1.64425 0.0
662e-9 1.64425 0.0
663e-9 1.64425 0.0
664e-9 1.64425 0.0
665e-9 1.64425 0.0
666e-9 1.64425 0.0
667e-9 1.64425 0.0
668e-9 1.64425 0.0
669e-9 1.64425 0.0
670e-9 1.64425 0.0
671e-9 1.64425 0.0
672e-9 1.64425 0.0
673e-9 1.64425 0.0
674e-9 1.64425 0.0
675e-9 1.64425 0.0
676e-9 1.64425 0.0
