lambda n k
695e-9 4.2067 0.4345
696e-9 4.2033 0.431
697e-9 4.2 0.4235
698e-9 4.2 0.416
699e-9 4.2 0.41267
700e-9 4.2 0.40933
701e-9 4.2 0.406
702e-9 4.2 0.401
703e-9 4.2 0.396
704e-9 4.2 0.3915
705e-9 4.2 0.387
706e-9 4.2 0.38433
707e-9 4.2 0.38167
708e-9 4.2 0.379
709e-9 4.2 0.3735
710e-9 4.2 0.368
711e-9 4.1867 0.3625
712e-9 4.1733 0.357
713e-9 4.16 0.352
714e-9 4.14 0.347
715e-9 4.12 0.34333
716e-9 4.12 0.33967
717e-9 4.12 0.336
718e-9 4.12 0.331
719e-9 4.12 0.326
720e-9 4.12 0.3215
721e-9 4.12 0.317
722e-9 4.12 0.3135
723e-9 4.12 0.31
724e-9 4.12 0.309
725e-9 4.12 0.308
726e-9 4.12 0.307
727e-9 4.105 0.3025
728e-9 4.09 0.298
729e-9 4.0867 0.293
730e-9 4.0833 0.288
731e-9 4.08 0.2815
732e-9 4.08 0.275
733e-9 4.08 0.273
734e-9 4.08 0.271
735e-9 4.08 0.269
736e-9 4.08 0.2665
737e-9 4.08 0.264
738e-9 4.08 0.26
739e-9 4.08 0.256
740e-9 4.08 0.252
741e-9 4.06 0.248
742e-9 4.04 0.24567
743e-9 4.04 0.24333
744e-9 4.04 0.241
745e-9 4.0333 0.2365
746e-9 4.0267 0.232
747e-9 4.02 0.2285
748e-9 4.01 0.225
749e-9 4.0 0.2215
750e-9 4.0 0.218
751e-9 4.0 0.21667
752e-9 4.0 0.21533
753e-9 4.0 0.214
754e-9 4.0 0.2115
755e-9 4.0 0.209
756e-9 4.0 0.206
757e-9 4.0 0.203
758e-9 4.0 0.2
759e-9 4.0 0.197
760e-9 4.0 0.195
761e-9 4.0 0.193
762e-9 4.0 0.191
763e-9 3.9967 0.1875
764e-9 3.9933 0.184
765e-9 3.99 0.1805
766e-9 3.98 0.177
767e-9 3.97 0.175
768e-9 3.97 0.173
769e-9 3.97 0.171
770e-9 3.97 0.1695
771e-9 3.97 0.168
772e-9 3.97 0.1655
773e-9 3.97 0.163
774e-9 3.97 0.1605
775e-9 3.965 0.158
776e-9 3.96 0.156
777e-9 3.945 0.154
778e-9 3.93 0.152
779e-9 3.93 0.1495
780e-9 3.93 0.147
781e-9 3.93 0.143
782e-9 3.93 0.139
783e-9 3.93 0.137
784e-9 3.93 0.135
785e-9 3.93 0.13367
786e-9 3.93 0.13233
787e-9 3.93 0.131
788e-9 3.92 0.129
789e-9 3.91 0.127
790e-9 3.9 0.124
791e-9 3.895 0.121
792e-9 3.89 0.1185
793e-9 3.89 0.116
794e-9 3.89 0.11433
795e-9 3.875 0.11267
796e-9 3.86 0.111
797e-9 3.86 0.108
798e-9 3.86 0.105
799e-9 3.86 0.1035
800e-9 3.86 0.102
