lambda n k
546e-9 0.94591 6.6346
547e-9 0.94999 6.64659
548e-9 0.95408 6.65858
549e-9 0.95817 6.67056
550e-9 0.96226 6.68255
551e-9 0.96635 6.69453
552e-9 0.97043 6.70652
553e-9 0.97452 6.71851
554e-9 0.97861 6.73049
555e-9 0.9827 6.74248
556e-9 0.98678 6.75447
557e-9 0.99087 6.76645
558e-9 0.99496 6.77844
559e-9 0.99905 6.79043
560e-9 1.00314 6.80241
561e-9 1.00722 6.8144
562e-9 1.01131 6.82639
563e-9 1.0154 6.83837
564e-9 1.01985 6.85008
565e-9 1.02492 6.86131
566e-9 1.02999 6.87255
567e-9 1.03507 6.88378
568e-9 1.04014 6.89501
569e-9 1.04522 6.90624
570e-9 1.05029 6.91747
571e-9 1.05536 6.9287
572e-9 1.06044 6.93993
573e-9 1.06551 6.95116
574e-9 1.07059 6.96239
575e-9 1.07566 6.97362
576e-9 1.08074 6.98485
577e-9 1.08581 6.99608
578e-9 1.09088 7.00731
579e-9 1.09596 7.01854
580e-9 1.10103 7.02977
581e-9 1.10611 7.041
582e-9 1.11118 7.05224
583e-9 1.11625 7.06347
584e-9 1.12133 7.0747
585e-9 1.1264 7.08593
586e-9 1.13148 7.09716
587e-9 1.13655 7.10839
588e-9 1.14163 7.11962
589e-9 1.1467 7.13085
590e-9 1.15177 7.14208
591e-9 1.15685 7.15331
592e-9 1.16192 7.16454
593e-9 1.167 7.17577
594e-9 1.17207 7.187
595e-9 1.17715 7.19823
596e-9 1.18222 7.20946
597e-9 1.18729 7.2207
598e-9 1.19237 7.23193
599e-9 1.19744 7.24316
600e-9 1.20252 7.25439
601e-9 1.20759 7.26562
602e-9 1.21266 7.27685
603e-9 1.21774 7.28808
604e-9 1.22281 7.29931
605e-9 1.22789 7.31054
606e-9 1.23296 7.32177
607e-9 1.23804 7.333
608e-9 1.24311 7.34423
609e-9 1.24818 7.35546
610e-9 1.25326 7.36669
611e-9 1.25833 7.37792
612e-9 1.26341 7.38915
613e-9 1.26848 7.40039
614e-9 1.27355 7.41162
615e-9 1.27863 7.42285
616e-9 1.2837 7.43408
617e-9 1.28878 7.44531
618e-9 1.29385 7.45654
619e-9 1.29893 7.46777
620e-9 1.304 7.479
621e-9 1.30964 7.48948
622e-9 1.31528 7.49996
623e-9 1.32092 7.51044
624e-9 1.32655 7.52092
625e-9 1.33219 7.5314
626e-9 1.33783 7.54188
627e-9 1.34347 7.55236
628e-9 1.34911 7.56285
629e-9 1.35475 7.57333
630e-9 1.36039 7.58381
631e-9 1.36603 7.59429
632e-9 1.37166 7.60477
633e-9 1.3773 7.61525
634e-9 1.38294 7.62573
635e-9 1.38858 7.63621
636e-9 1.39422 7.64669
637e-9 1.39986 7.65717
638e-9 1.4055 7.66765
639e-9 1.41114 7.67813
640e-9 1.41677 7.68861
641e-9 1.42241 7.69909
642e-9 1.42805 7.70957
643e-9 1.43369 7.72005
644e-9 1.43933 7.73054
645e-9 1.44497 7.74102
646e-9 1.45061 7.7515
647e-9 1.45625 7.76198
648e-9 1.46188 7.77246
649e-9 1.46752 7.78294
650e-9 1.47316 7.79342
651e-9 1.4788 7.8039
652e-9 1.48444 7.81438
653e-9 1.49057 7.8249
654e-9 1.49755 7.83549
655e-9 1.50453 7.84608
656e-9 1.5115 7.85667
657e-9 1.51848 7.86727
658e-9 1.52546 7.87786
659e-9 1.53244 7.88845
660e-9 1.53942 7.89904
661e-9 1.54639 7.90963
662e-9 1.55337 7.92022
663e-9 1.56035 7.93081
664e-9 1.56733 7.9414
665e-9 1.57431 7.95199
666e-9 1.58128 7.96258
667e-9 1.58826 7.97318
668e-9 1.59524 7.98377
669e-9 1.60222 7.99436
670e-9 1.6092 8.00495
671e-9 1.61617 8.01554
672e-9 1.62315 8.02613
673e-9 1.63013 8.03672
674e-9 1.63711 8.04731
675e-9 1.64408 8.0579
676e-9 1.65106 8.06849
677e-9 1.65804 8.07909
678e-9 1.66502 8.08968
679e-9 1.672 8.10027
680e-9 1.67897 8.11086
681e-9 1.68595 8.12145
682e-9 1.69293 8.13204
683e-9 1.69991 8.14263
684e-9 1.70689 8.15322
685e-9 1.71386 8.16381
686e-9 1.72084 8.1744
687e-9 1.72782 8.18499
688e-9 1.7348 8.19559
689e-9 1.7421 8.20601
690e-9 1.75202 8.21509
691e-9 1.76194 8.22417
692e-9 1.77186 8.23325
693e-9 1.78178 8.24233
694e-9 1.7917 8.25142
695e-9 1.80162 8.2605
696e-9 1.81154 8.26958
697e-9 1.82146 8.27866
698e-9 1.83139 8.28774
699e-9 1.84131 8.29682
700e-9 1.85123 8.3059
701e-9 1.86115 8.31498
702e-9 1.87107 8.32407
703e-9 1.88099 8.33315
704e-9 1.89091 8.34223
705e-9 1.90083 8.35131
706e-9 1.91075 8.36039
707e-9 1.92067 8.36947
708e-9 1.93059 8.37855
709e-9 1.94051 8.38763
710e-9 1.95043 8.39672
711e-9 1.96035 8.4058
712e-9 1.97027 8.41488
713e-9 1.98019 8.42396
714e-9 1.99011 8.43304
715e-9 2.00003 8.44212
716e-9 2.00995 8.4512
717e-9 2.01987 8.46029
718e-9 2.02979 8.46937
719e-9 2.03971 8.47845
720e-9 2.04963 8.48753
721e-9 2.05955 8.49661
722e-9 2.06947 8.50569
723e-9 2.07939 8.51477
724e-9 2.08931 8.52385
725e-9 2.09923 8.53294
726e-9 2.10915 8.54202
727e-9 2.11907 8.5511
728e-9 2.12899 8.56018
729e-9 2.13892 8.56926
730e-9 2.14922 8.57331
731e-9 2.15979 8.57384
732e-9 2.17037 8.57436
733e-9 2.18094 8.57489
734e-9 2.19151 8.57542
735e-9 2.20208 8.57594
736e-9 2.21266 8.57647
737e-9 2.22323 8.57699
738e-9 2.2338 8.57752
739e-9 2.24438 8.57805
740e-9 2.25495 8.57857
741e-9 2.26552 8.5791
742e-9 2.27609 8.57963
743e-9 2.28667 8.58015
744e-9 2.29724 8.58068
745e-9 2.30781 8.58121
746e-9 2.31839 8.58173
747e-9 2.32896 8.58226
748e-9 2.33953 8.58279
749e-9 2.3501 8.58331
750e-9 2.36068 8.58384
751e-9 2.37125 8.58437
752e-9 2.38182 8.58489
753e-9 2.3924 8.58542
754e-9 2.40297 8.58594
755e-9 2.41354 8.58647
756e-9 2.42411 8.587
757e-9 2.43469 8.58752
758e-9 2.44526 8.58805
759e-9 2.45583 8.58858
760e-9 2.46641 8.5891
761e-9 2.47698 8.58963
762e-9 2.48755 8.59016
763e-9 2.49813 8.59068
764e-9 2.5087 8.59121
765e-9 2.51927 8.59174
766e-9 2.52984 8.59226
767e-9 2.54042 8.59279
768e-9 2.55099 8.59331
769e-9 2.56156 8.59384
770e-9 2.57214 8.59437
771e-9 2.58271 8.59489
772e-9 2.59328 8.59542
773e-9 2.60385 8.59595
774e-9 2.61443 8.59647
775e-9 2.625 8.597
776e-9 2.62732 8.59143
777e-9 2.62965 8.58585
778e-9 2.63197 8.58028
779e-9 2.63429 8.5747
780e-9 2.63661 8.56913
781e-9 2.63894 8.56355
782e-9 2.64126 8.55798
783e-9 2.64358 8.55241
784e-9 2.6459 8.54683
785e-9 2.64823 8.54126
786e-9 2.65055 8.53568
787e-9 2.65287 8.53011
788e-9 2.65519 8.52454
789e-9 2.65752 8.51896
790e-9 2.65984 8.51339
791e-9 2.66216 8.50781
792e-9 2.66448 8.50224
793e-9 2.66681 8.49666
794e-9 2.66913 8.49109
795e-9 2.67145 8.48552
796e-9 2.67377 8.47994
797e-9 2.6761 8.47437
798e-9 2.67842 8.46879
799e-9 2.68074 8.46322
800e-9 2.68306 8.45765
