lambda n k
515e-9 1.96 0.4062425
516e-9 1.97 0.4066459
517e-9 1.98 0.4068045
518e-9 1.98 0.4069632
519e-9 1.98 0.4071491
520e-9 1.99 0.4073349
521e-9 1.99 0.407576
522e-9 2.0 0.4078104
523e-9 2.01 0.4079904
524e-9 2.01 0.4081637
525e-9 2.02 0.4084342
526e-9 2.02 0.4087127
527e-9 2.03 0.4091272
528e-9 2.03 0.409535
529e-9 2.03 0.4099971
530e-9 2.04 0.4104524
531e-9 2.04 0.4100782
532e-9 2.045 0.4096971
533e-9 2.05 0.4095745
534e-9 2.05 0.4094451
535e-9 2.05 0.4103629
536e-9 2.06 0.4112739
537e-9 2.06 0.4104509
538e-9 2.06 0.4096212
539e-9 2.07 0.4108315
540e-9 2.07 0.412035
541e-9 2.07 0.4134289
542e-9 2.08 0.4148296
543e-9 2.08 0.4138844
544e-9 2.08 0.4129392
545e-9 2.08 0.4128576
546e-9 2.085 0.412776
547e-9 2.09 0.4124226
548e-9 2.09 0.4120692
549e-9 2.09 0.4122123
550e-9 2.1 0.4123622
551e-9 2.1 0.4099756
552e-9 2.1 0.4075899
553e-9 2.11 0.4069451
554e-9 2.11 0.406307
555e-9 2.11 0.4052473
556e-9 2.12 0.4041945
557e-9 2.12 0.40085
558e-9 2.12 0.3975056
559e-9 2.13 0.3959631
560e-9 2.13 0.3944275
561e-9 2.13 0.3906003
562e-9 2.13 0.3867732
563e-9 2.14 0.3843468
564e-9 2.14 0.3819137
565e-9 2.14 0.3778485
566e-9 2.14 0.3737834
567e-9 2.14 0.3709832
568e-9 2.15 0.3681761
569e-9 2.15 0.3639207
570e-9 2.15 0.3596652
571e-9 2.15 0.3556138
572e-9 2.15 0.3515556
573e-9 2.15 0.3464706
574e-9 2.14 0.3413856
575e-9 2.14 0.337885
576e-9 2.14 0.3343854
577e-9 2.14 0.3313557
578e-9 2.14 0.3283261
579e-9 2.14 0.3256365
580e-9 2.14 0.3229469
581e-9 2.13 0.3201488
582e-9 2.13 0.3173512
583e-9 2.13 0.3159272
584e-9 2.13 0.31451
585e-9 2.13 0.3129364
586e-9 2.12 0.311356
587e-9 2.12 0.3111493
588e-9 2.12 0.3109425
589e-9 2.12 0.3112661
590e-9 2.12 0.3115898
591e-9 2.12 0.3122602
592e-9 2.12 0.3129307
593e-9 2.12 0.3136148
594e-9 2.12 0.3142921
595e-9 2.12 0.3150034
596e-9 2.12 0.3157079
597e-9 2.12 0.3161948
598e-9 2.12 0.3166818
599e-9 2.12 0.3166451
600e-9 2.12 0.3166016
601e-9 2.12 0.3167146
602e-9 2.13 0.3168207
603e-9 2.13 0.3152064
604e-9 2.13 0.313599
605e-9 2.13 0.3111415
606e-9 2.13 0.3086909
607e-9 2.13 0.3060362
608e-9 2.14 0.3033748
609e-9 2.14 0.2990474
610e-9 2.14 0.29472
611e-9 2.14 0.2893454
612e-9 2.14 0.283964
613e-9 2.14 0.2779163
614e-9 2.14 0.2718682
615e-9 2.14 0.26514
616e-9 2.14 0.2584117
617e-9 2.14 0.2509626
618e-9 2.14 0.2435135
619e-9 2.14 0.2356429
620e-9 2.14 0.2277722
621e-9 2.14 0.2195139
622e-9 2.14 0.2112487
623e-9 2.13 0.2023784
624e-9 2.13 0.1935081
625e-9 2.13 0.184699
626e-9 2.12 0.1758831
627e-9 2.12 0.1674549
628e-9 2.12 0.1590198
629e-9 2.12 0.150612
630e-9 2.11 0.1422041
631e-9 2.11 0.1344559
632e-9 2.11 0.1267076
633e-9 2.1 0.1192994
634e-9 2.1 0.1118844
635e-9 2.09 0.1051698
636e-9 2.09 0.0984483
637e-9 2.09 0.0925225
638e-9 2.09 0.0865967
639e-9 2.08 0.0812353
640e-9 2.08 0.075874
641e-9 2.07 0.0711314
642e-9 2.07 0.0663956
643e-9 2.07 0.06221944
644e-9 2.06 0.0580427
645e-9 2.06 0.05456656
646e-9 2.06 0.05109052
647e-9 2.05 0.04808154
648e-9 2.05 0.04507266
649e-9 2.04 0.04252278
650e-9 2.04 0.03997212
651e-9 2.04 0.03786736
652e-9 2.035 0.0357628
653e-9 2.03 0.03388128
654e-9 2.03 0.03199986
655e-9 2.03 0.03046786
656e-9 2.02 0.02893518
657e-9 2.02 0.0276508
658e-9 2.02 0.02636632
659e-9 2.01 0.02527292
660e-9 2.01 0.02417962
661e-9 2.01 0.02324534
662e-9 2.01 0.02231174
663e-9 2.0 0.02152444
664e-9 2.0 0.02073704
665e-9 2.0 0.02012654
666e-9 1.99 0.01951672
667e-9 1.99 0.01897558
668e-9 1.99 0.01843444
669e-9 1.99 0.01795382
670e-9 1.99 0.01747252
671e-9 1.98 0.01706534
672e-9 1.98 0.01665748
673e-9 1.98 0.0163014
674e-9 1.98 0.01594522
675e-9 1.98 0.01563732
676e-9 1.97 0.01532942
677e-9 1.97 0.01506854
678e-9 1.97 0.01480756
679e-9 1.97 0.01459904
680e-9 1.97 0.01438974
681e-9 1.96 0.0141615
682e-9 1.96 0.01393316
683e-9 1.96 0.01379808
684e-9 1.96 0.013663
685e-9 1.96 0.013498
686e-9 1.96 0.0133334
687e-9 1.96 0.01321504
688e-9 1.95 0.013096
689e-9 1.95 0.01303
690e-9 1.95 0.012964
691e-9 1.95 0.01291092
692e-9 1.95 0.01285716
693e-9 1.95 0.0127634
694e-9 1.95 0.01266896
695e-9 1.95 0.0126364
696e-9 1.94 0.01260316
697e-9 1.94 0.01257808
698e-9 1.94 0.0125531
699e-9 1.94 0.01250218
700e-9 1.94 0.01245194
701e-9 1.94 0.01241258
702e-9 1.94 0.01237254
703e-9 1.94 0.01237942
704e-9 1.94 0.0123863
705e-9 1.93 0.01225932
706e-9 1.93 0.01213292
707e-9 1.93 0.01206772
708e-9 1.93 0.01200252
709e-9 1.93 0.01189118
710e-9 1.93 0.01177906
711e-9 1.93 0.01152618
712e-9 1.93 0.01127272
713e-9 1.93 0.01099264
714e-9 1.93 0.01071266
715e-9 1.93 0.01045366
716e-9 1.93 0.01019398
717e-9 1.92 0.00985824
718e-9 1.92 0.0095224
719e-9 1.92 0.0092193
720e-9 1.92 0.00891542
721e-9 1.92 0.0086197
722e-9 1.92 0.0083234
723e-9 1.92 0.00803652
724e-9 1.92 0.00774906
725e-9 1.92 0.0074853
726e-9 1.92 0.00722096
727e-9 1.92 0.00697294
728e-9 1.92 0.006724956
729e-9 1.915 0.0064989
730e-9 1.91 0.006272744
731e-9 1.91 0.006094628
732e-9 1.91 0.00591618
733e-9 1.91 0.005703732
734e-9 1.91 0.005491284
735e-9 1.91 0.00533684
736e-9 1.91 0.005182396
737e-9 1.91 0.005107988
738e-9 1.91 0.00503368
739e-9 1.91 0.004806408
740e-9 1.91 0.004578736
741e-9 1.91 0.00447544
742e-9 1.91 0.004372212
743e-9 1.9 0.004279388
744e-9 1.9 0.004186596
745e-9 1.9 0.004032368
746e-9 1.9 0.00387814
747e-9 1.9 0.003837436
748e-9 1.9 0.0037967
749e-9 1.9 0.003697992
750e-9 1.9 0.003599184
751e-9 1.9 0.003463416
752e-9 1.9 0.003327616
753e-9 1.9 0.00326216
754e-9 1.9 0.003196604
755e-9 1.9 0.003104084
756e-9 1.9 0.003011532
757e-9 1.89 0.002989936
758e-9 1.89 0.002968408
759e-9 1.89 0.002900912
760e-9 1.89 0.002833484
761e-9 1.89 0.002682724
762e-9 1.89 0.002532064
763e-9 1.89 0.002452192
764e-9 1.89 0.00237232
765e-9 1.89 0.002261508
766e-9 1.89 0.002150796
767e-9 1.89 0.0021221675
768e-9 1.89 0.0020935794
