lambda n k
513e-9 1.80666 0.7883
514e-9 1.81619 0.79311
515e-9 1.82338 0.79875
516e-9 1.83094 0.80235
517e-9 1.84108 0.80514
518e-9 1.85768 0.80876
519e-9 1.86901 0.81197
520e-9 1.88303 0.81478
521e-9 1.89225 0.81842
522e-9 1.90272 0.82207
523e-9 1.9156 0.82489
524e-9 1.92812 0.82813
525e-9 1.93819 0.83055
526e-9 1.94646 0.83213
527e-9 1.9547 0.83288
528e-9 1.96291 0.83235
529e-9 1.97363 0.83393
530e-9 1.98449 0.83551
531e-9 1.99362 0.83497
532e-9 2.00295 0.83612
533e-9 2.01369 0.83769
534e-9 2.02406 0.83841
535e-9 2.03205 0.83871
536e-9 2.04001 0.83942
537e-9 2.04996 0.84099
538e-9 2.05899 0.84255
539e-9 2.06786 0.84412
540e-9 2.07785 0.84526
541e-9 2.08567 0.84682
542e-9 2.096 0.84968
543e-9 2.10833 0.85298
544e-9 2.11978 0.85541
545e-9 2.13177 0.85829
546e-9 2.14657 0.8616
547e-9 2.15676 0.86448
548e-9 2.16914 0.86781
549e-9 2.18179 0.8707
550e-9 2.1944 0.87404
551e-9 2.20734 0.87694
552e-9 2.22236 0.87854
553e-9 2.23508 0.88013
554e-9 2.2475 0.88128
555e-9 2.26172 0.88066
556e-9 2.27874 0.88003
557e-9 2.29349 0.87807
558e-9 2.30818 0.87476
559e-9 2.3215 0.87055
560e-9 2.33367 0.86587
561e-9 2.34579 0.86072
562e-9 2.36016 0.85644
563e-9 2.37144 0.8499
564e-9 2.38103 0.84333
565e-9 2.39059 0.83583
566e-9 2.40011 0.82785
567e-9 2.40789 0.81939
568e-9 2.41498 0.81044
569e-9 2.42176 0.801
570e-9 2.4241 0.79106
571e-9 2.42644 0.782
572e-9 2.42789 0.77154
573e-9 2.42782 0.76103
574e-9 2.4255 0.74957
575e-9 2.4232 0.73898
576e-9 2.42018 0.72789
577e-9 2.4156 0.71675
578e-9 2.41319 0.70742
579e-9 2.40963 0.69804
580e-9 2.40509 0.68863
581e-9 2.40057 0.68103
582e-9 2.39607 0.67294
583e-9 2.39426 0.66529
584e-9 2.3965 0.65853
585e-9 2.39207 0.65267
586e-9 2.38893 0.64679
587e-9 2.38672 0.64182
588e-9 2.38451 0.63683
589e-9 2.38395 0.63323
590e-9 2.38465 0.63008
591e-9 2.38683 0.62832
592e-9 2.38709 0.6275
593e-9 2.38803 0.62715
594e-9 2.3902 0.62726
595e-9 2.39447 0.62832
596e-9 2.39763 0.62937
597e-9 2.40004 0.63043
598e-9 2.40643 0.63148
599e-9 2.41156 0.63159
600e-9 2.41579 0.63121
601e-9 2.42001 0.63035
602e-9 2.42422 0.62852
603e-9 2.42815 0.62573
604e-9 2.43024 0.62436
605e-9 2.43362 0.6201
606e-9 2.43754 0.6163
607e-9 2.43961 0.61056
608e-9 2.44167 0.60237
609e-9 2.44373 0.59318
610e-9 2.44578 0.58396
611e-9 2.44561 0.57277
612e-9 2.44358 0.56007
613e-9 2.44155 0.54732
614e-9 2.43953 0.53209
615e-9 2.43751 0.5173
616e-9 2.4337 0.50147
617e-9 2.43036 0.48461
618e-9 2.42836 0.46769
619e-9 2.42335 0.44874
620e-9 2.41775 0.42628
621e-9 2.4138 0.41412
622e-9 2.40869 0.39548
623e-9 2.40279 0.37728
624e-9 2.39692 0.35852
625e-9 2.39107 0.34069
626e-9 2.38523 0.3228
627e-9 2.37941 0.30486
628e-9 2.3733 0.28685
629e-9 2.36559 0.26729
630e-9 2.35893 0.25067
631e-9 2.35318 0.2355
632e-9 2.34576 0.22028
633e-9 2.3372 0.20602
634e-9 2.32582 0.19172
635e-9 2.31784 0.17838
636e-9 2.31218 0.1655
637e-9 2.3048 0.15157
638e-9 2.2973 0.14013
639e-9 2.28984 0.13119
640e-9 2.28346 0.11968
641e-9 2.27789 0.11018
642e-9 2.27071 0.10167
643e-9 2.26264 0.09466
644e-9 2.25162 0.08763
645e-9 2.24413 0.08007
646e-9 2.24047 0.07351
647e-9 2.23267 0.06693
648e-9 2.22372 0.06136
649e-9 2.21829 0.05629
650e-9 2.21234 0.05165
651e-9 2.20514 0.04706
652e-9 2.19896 0.04215
653e-9 2.1936 0.03837
654e-9 2.18968 0.03567
655e-9 2.18599 0.03296
656e-9 2.17891 0.03144
657e-9 2.1723 0.02903
658e-9 2.16702 0.02629
659e-9 2.16176 0.02421
660e-9 2.15651 0.02184
661e-9 2.15247 0.01863
662e-9 2.14899 0.01833
