lambda n k
615e-9 1.79069 0.00771
616e-9 1.78815 0.00692
617e-9 1.78564 0.00618
618e-9 1.78317 0.00548
619e-9 1.78079 0.00487
620e-9 1.77844 0.0043
621e-9 1.77615 0.00378
622e-9 1.77393 0.00332
623e-9 1.77176 0.00289
624e-9 1.76967 0.00251
625e-9 1.76764 0.00217
626e-9 1.76565 0.00185
627e-9 1.76378 0.00159
628e-9 1.76196 0.00134
629e-9 1.7602 0.00113
630e-9 1.75855 0.000940957
631e-9 1.75694 0.000770931
632e-9 1.75542 0.000626848
633e-9 1.75396 0.000502714
634e-9 1.75254 0.000391023
635e-9 1.75121 0.000304817
636e-9 1.7499 0.000229224
637e-9 1.74864 0.000165669
638e-9 1.74743 0.000119264
639e-9 1.74625 7.95965e-05
640e-9 1.7451 5.06473e-05
641e-9 1.74397 3.0525e-05
642e-9 1.74286 1.51518e-05
643e-9 1.74178 7.59959e-06
644e-9 1.7407 2.68234e-06
645e-9 1.73963 1.64727e-07
646e-9 1.73857 0.0
647e-9 1.7375 0.0
648e-9 1.73644 0.0
649e-9 1.73537 0.0
650e-9 1.73431 0.0
651e-9 1.73325 0.0
652e-9 1.73218 0.0
653e-9 1.73112 0.0
654e-9 1.73006 0.0
655e-9 1.72901 0.0
656e-9 1.72795 0.0
657e-9 1.7269 0.0
658e-9 1.72585 0.0
659e-9 1.72481 0.0
660e-9 1.72377 0.0
661e-9 1.72273 0.0
662e-9 1.7217 0.0
663e-9 1.72067 0.0
664e-9 1.71965 0.0
665e-9 1.71864 0.0
666e-9 1.71763 0.0
667e-9 1.71662 0.0
668e-9 1.71562 0.0
669e-9 1.71463 0.0
670e-9 1.71364 0.0
671e-9 1.71266 0.0
672e-9 1.71168 0.0
673e-9 1.7107 0.0
674e-9 1.70973 0.0
675e-9 1.70877 0.0
676e-9 1.70781 0.0
677e-9 1.70685 0.0
678e-9 1.7059 0.0
679e-9 1.70495 0.0
680e-9 1.704 0.0
681e-9 1.70306 0.0
682e-9 1.70213 0.0
683e-9 1.7012 0.0
684e-9 1.70027 0.0
685e-9 1.69936 0.0
686e-9 1.69845 0.0
687e-9 1.69757 0.0
688e-9 1.6967 0.0
689e-9 1.69585 0.0
690e-9 1.69503 0.0
691e-9 1.69423 0.0
692e-9 1.69348 0.0
693e-9 1.69274 0.0
694e-9 1.69205 0.0
695e-9 1.6914 0.0
696e-9 1.69078 0.0
697e-9 1.69021 0.0
698e-9 1.68969 0.0
699e-9 1.68921 0.0
700e-9 1.6888 0.0
701e-9 1.68842 0.0
702e-9 1.68811 0.0
703e-9 1.68786 0.0
704e-9 1.68765 0.0
705e-9 1.6875 0.0
706e-9 1.68739 0.0
707e-9 1.68731 0.0
708e-9 1.68729 0.0
709e-9 1.6873 0.0
710e-9 1.68732 0.0
711e-9 1.68739 0.0
712e-9 1.68747 0.0
713e-9 1.68757 0.0
714e-9 1.68769 0.0
715e-9 1.68781 0.0
716e-9 1.68795 0.0
717e-9 1.68809 0.0
718e-9 1.68823 0.0
719e-9 1.68837 0.0
720e-9 1.68851 0.0
721e-9 1.68864 0.0
722e-9 1.68875 0.0
723e-9 1.68886 0.0
724e-9 1.68894 0.0
725e-9 1.68901 0.0
726e-9 1.68907 0.0
727e-9 1.6891 0.0
728e-9 1.68912 0.0
729e-9 1.68913 0.0
730e-9 1.6891 0.0
731e-9 1.68907 0.0
732e-9 1.68901 0.0
733e-9 1.68893 0.0
734e-9 1.68884 0.0
735e-9 1.68871 0.0
736e-9 1.68857 0.0
737e-9 1.68842 0.0
738e-9 1.68823 0.0
739e-9 1.68802 0.0
740e-9 1.68779 0.0
741e-9 1.68754 0.0
742e-9 1.68727 0.0
743e-9 1.68696 0.0
744e-9 1.68664 0.0
745e-9 1.68629 0.0
746e-9 1.68591 0.0
747e-9 1.68552 0.0
748e-9 1.6851 0.0
749e-9 1.68466 0.0
750e-9 1.6842 0.0
751e-9 1.68373 0.0
752e-9 1.68323 0.0
753e-9 1.68273 0.0
754e-9 1.6822 0.0
755e-9 1.68166 0.0
756e-9 1.68112 0.0
757e-9 1.68055 0.0
758e-9 1.67998 0.0
759e-9 1.6794 0.0
760e-9 1.67882 0.0
761e-9 1.67822 0.0
762e-9 1.67762 0.0
763e-9 1.67702 0.0
764e-9 1.67641 0.0
765e-9 1.67579 0.0
766e-9 1.67518 0.0
767e-9 1.67457 0.0
768e-9 1.67395 0.0
769e-9 1.67334 0.0
770e-9 1.67273 0.0
771e-9 1.67212 0.0
772e-9 1.67151 0.0
773e-9 1.67091 0.0
774e-9 1.67032 0.0
775e-9 1.66973 0.0
776e-9 1.66915 0.0
777e-9 1.66858 0.0
778e-9 1.66802 0.0
779e-9 1.66747 0.0
780e-9 1.66693 0.0
781e-9 1.66641 0.0
782e-9 1.6659 0.0
783e-9 1.6654 0.0
784e-9 1.66492 0.0
785e-9 1.66445 0.0
786e-9 1.664 0.0
787e-9 1.66357 0.0
788e-9 1.66316 0.0
789e-9 1.66276 0.0
790e-9 1.66239 0.0
791e-9 1.66203 0.0
792e-9 1.6617 0.0
793e-9 1.66139 0.0
794e-9 1.6611 0.0
795e-9 1.66084 0.0
796e-9 1.66059 0.0
797e-9 1.66036 0.0
798e-9 1.66015 0.0
799e-9 1.65995 0.0
800e-9 1.65977 0.0
