lambda n k
510e-9 1.34884 0.000286715
511e-9 1.34871 0.00027981
512e-9 1.34858 0.000272904
513e-9 1.34845 0.000265999
514e-9 1.34832 0.000259094
515e-9 1.34819 0.000252444
516e-9 1.34807 0.000246167
517e-9 1.34795 0.000239889
518e-9 1.34782 0.00023375
519e-9 1.3477 0.0002281
520e-9 1.34758 0.00022245
521e-9 1.34746 0.000216822
522e-9 1.34734 0.000211799
523e-9 1.34722 0.000206499
524e-9 1.34711 0.000200848
525e-9 1.34699 0.000196265
526e-9 1.34687 0.000191708
527e-9 1.34676 0.000186685
528e-9 1.34665 0.00018208
529e-9 1.34654 0.000177685
530e-9 1.34642 0.000173289
531e-9 1.34631 0.000169195
532e-9 1.34621 0.000165427
533e-9 1.3461 0.000161103
534e-9 1.34599 0.000156892
535e-9 1.34588 0.000153125
536e-9 1.34578 0.000149798
537e-9 1.34567 0.000146589
538e-9 1.34557 0.000142822
539e-9 1.34547 0.000139378
540e-9 1.34536 0.000136238
541e-9 1.34526 0.000133098
542e-9 1.34516 0.000129958
543e-9 1.34506 0.000126818
544e-9 1.34496 0.000123678
545e-9 1.34487 0.00012063
546e-9 1.34477 0.000118118
547e-9 1.34467 0.000115257
548e-9 1.34458 0.000112117
549e-9 1.34448 0.000109581
550e-9 1.34439 0.000107069
551e-9 1.34429 0.000104557
552e-9 1.3442 0.000102044
553e-9 1.34411 9.96489e-05
554e-9 1.34402 9.77645e-05
555e-9 1.34393 9.55068e-05
556e-9 1.34384 9.29956e-05
557e-9 1.34375 9.11112e-05
558e-9 1.34366 8.92267e-05
559e-9 1.34357 8.73421e-05
560e-9 1.34348 8.49434e-05
561e-9 1.3434 8.2573e-05
562e-9 1.34331 8.06883e-05
563e-9 1.34322 7.92024e-05
564e-9 1.34314 7.79189e-05
565e-9 1.34306 7.60342e-05
566e-9 1.34297 7.41494e-05
567e-9 1.34289 7.22646e-05
568e-9 1.34281 7.09199e-05
569e-9 1.34273 6.94949e-05
570e-9 1.34264 6.761e-05
571e-9 1.34256 6.615e-05
572e-9 1.34248 6.48934e-05
573e-9 1.3424 6.36366e-05
574e-9 1.34233 6.20699e-05
575e-9 1.34225 6.01848e-05
576e-9 1.34217 5.88664e-05
577e-9 1.34209 5.76096e-05
578e-9 1.34202 5.63529e-05
579e-9 1.34194 5.5096e-05
580e-9 1.34186 5.39196e-05
