lambda n k
700e-9 3.02399 2.20279
701e-9 3.02683 2.16812
702e-9 3.0295 2.13128
703e-9 3.03207 2.09192
704e-9 3.03461 2.05131
705e-9 3.03716 2.00838
706e-9 3.0398 1.96385
707e-9 3.04251 1.91825
708e-9 3.04549 1.87041
709e-9 3.04866 1.82168
710e-9 3.05204 1.77185
711e-9 3.05587 1.72058
712e-9 3.05993 1.6687
713e-9 3.06443 1.61585
714e-9 3.06939 1.56232
715e-9 3.07463 1.50841
716e-9 3.0805 1.45392
717e-9 3.08675 1.39929
718e-9 3.09334 1.34453
719e-9 3.10057 1.28985
720e-9 3.10807 1.23533
721e-9 3.11598 1.18111
722e-9 3.12428 1.1275
723e-9 3.13278 1.07429
724e-9 3.14161 1.02203
725e-9 3.15056 0.97064
726e-9 3.1596 0.91986
727e-9 3.16866 0.87084
728e-9 3.17764 0.82269
729e-9 3.1865 0.77572
730e-9 3.195 0.73066
731e-9 3.20326 0.68662
732e-9 3.211 0.64445
733e-9 3.2181 0.60409
734e-9 3.2248 0.56487
735e-9 3.23039 0.52828
736e-9 3.23529 0.49317
737e-9 3.23948 0.45953
738e-9 3.24235 0.42843
739e-9 3.24462 0.39842
740e-9 3.24594 0.37014
741e-9 3.24619 0.34367
742e-9 3.24585 0.31817
743e-9 3.24435 0.29454
744e-9 3.24206 0.27213
745e-9 3.23921 0.25059
746e-9 3.23506 0.23099
747e-9 3.23039 0.21215
748e-9 3.225 0.19437
749e-9 3.21862 0.17799
750e-9 3.21176 0.16229
751e-9 3.20406 0.14777
752e-9 3.19566 0.13423
753e-9 3.18684 0.1213
754e-9 3.17711 0.10963
755e-9 3.16694 0.09859
756e-9 3.15631 0.08819
757e-9 3.14494 0.07888
758e-9 3.13324 0.07003
759e-9 3.12105 0.06193
760e-9 3.10836 0.0546
761e-9 3.09541 0.04768
762e-9 3.08197 0.04155
763e-9 3.06825 0.03593
764e-9 3.05432 0.03068
765e-9 3.03998 0.02624
766e-9 3.0255 0.0221
767e-9 3.01084 0.01839
768e-9 2.99598 0.01525
769e-9 2.98105 0.01236
770e-9 2.96601 0.00992
771e-9 2.95093 0.00785
772e-9 2.93585 0.00599
773e-9 2.9208 0.00456
774e-9 2.90582 0.00333
775e-9 2.89091 0.00231
776e-9 2.87621 0.00159
777e-9 2.86164 0.000996605
778e-9 2.84729 0.000578611
779e-9 2.83326 0.000316197
780e-9 2.81943 0.000126478
781e-9 2.80603 4.80586e-05
782e-9 2.793 1.05065e-05
783e-9 2.78023 0.0
784e-9 2.76815 0.0
785e-9 2.75638 0.0
786e-9 2.74499 0.0
787e-9 2.73419 0.0
788e-9 2.72367 0.0
789e-9 2.71361 0.0
790e-9 2.704 0.0
791e-9 2.69465 0.0
792e-9 2.68583 0.0
793e-9 2.67733 0.0
794e-9 2.6691 0.0
795e-9 2.66141 0.0
796e-9 2.65394 0.0
797e-9 2.64681 0.0
798e-9 2.64008 0.0
799e-9 2.63356 0.0
800e-9 2.62742 0.0
